Age,Gender,Marital Status,Education Level,Employment Status,Credit Utilization Ratio,Payment History,Number of Credit Accounts,Loan Amount,Interest Rate,Loan Term,Type of Loan
26,Female,Widowed,Master,Self-Employed,0.57,727.9,14,4047746,3.5,12,Education Loan
41,Female,Divorced,Bachelor,Employed,0.3,1214.8,12,91171,8.23,36,Personal Loan
52,Male,Widowed,Master,Employed,0.32,2181.0,9,2483447,3.69,60,Home Loan
66,Female,Married,Bachelor,Employed,0.96,924.7,5,2193448,2.19,60,Education Loan
52,Female,Single,PhD,Employed,0.89,638.5,13,1199138,5.19,12,Home Loan
65,Male,Single,High School,Self-Employed,0.85,1327.9,5,2259476,1.9,12,Home Loan
53,Male,Divorced,PhD,Employed,0.41,2414.9,11,2769374,2.27,12,Auto Loan
35,Male,Widowed,Bachelor,Self-Employed,0.01,1534.2,10,1462242,3.04,36,Auto Loan
66,Female,Single,Bachelor,Unemployed,0.08,2132.4,4,3473894,4.75,60,Home Loan
56,Female,Widowed,Bachelor,Self-Employed,0.31,1949.0,13,793258,4.53,24,Home Loan
49,Female,Married,High School,Self-Employed,0.02,555.5,9,1906999,7.1,24,Personal Loan
41,Male,Single,Master,Employed,0.02,2971.3,5,2862889,6.68,60,Education Loan
40,Male,Divorced,PhD,Unemployed,0.92,603.6,14,1370573,4.48,60,Personal Loan
49,Female,Married,PhD,Unemployed,0.71,2919.5,2,1887887,3.84,60,Auto Loan
54,Female,Divorced,Master,Unemployed,0.31,1874.7,10,1771201,3.72,60,Auto Loan
29,Male,Married,PhD,Unemployed,0.13,2907.9,8,2347180,6.92,36,Personal Loan
66,Male,Single,High School,Self-Employed,0.51,786.9,7,3495862,1.86,24,Education Loan
30,Male,Divorced,PhD,Unemployed,0.01,1726.0,8,1410507,1.59,48,Home Loan
40,Male,Divorced,Bachelor,Self-Employed,0.94,923.8,12,4245040,7.07,24,Personal Loan
42,Female,Married,Master,Self-Employed,0.41,627.4,3,4413428,4.84,24,Auto Loan
52,Male,Divorced,High School,Self-Employed,0.4,2043.8,4,2574462,2.42,12,Education Loan
58,Female,Married,Master,Unemployed,0.39,1019.5,5,2767398,3.15,60,Auto Loan
47,Female,Married,High School,Employed,0.07,1969.2,6,398742,8.03,60,Education Loan
34,Female,Married,Bachelor,Employed,0.64,780.9,1,2331945,7.52,60,Education Loan
66,Male,Married,Master,Unemployed,0.73,1330.0,4,652911,6.47,12,Education Loan
37,Male,Single,PhD,Employed,0.68,2454.1,11,686935,4.88,36,Personal Loan
65,Male,Married,High School,Employed,0.14,1592.6,12,1695124,5.14,36,Personal Loan
42,Male,Widowed,Master,Self-Employed,0.58,2069.4,10,3133305,8.33,48,Personal Loan
39,Female,Divorced,PhD,Self-Employed,0.57,2118.6,13,4637163,8.26,36,Education Loan
30,Male,Widowed,Master,Unemployed,0.87,2609.4,5,4083332,3.01,36,Education Loan
36,Male,Single,Master,Unemployed,0.38,1312.3,7,411072,7.18,60,Auto Loan
66,Female,Widowed,Master,Employed,0.37,2218.2,13,2105637,2.88,24,Home Loan
53,Male,Divorced,High School,Self-Employed,0.62,2904.0,5,2798302,2.99,36,Personal Loan
29,Female,Widowed,PhD,Unemployed,0.63,2325.6,13,966010,6.23,36,Education Loan
58,Female,Single,Bachelor,Unemployed,0.47,1724.7,13,3531302,4.34,12,Auto Loan
36,Female,Married,High School,Unemployed,0.44,2076.8,1,753264,8.02,48,Auto Loan
29,Female,Widowed,High School,Unemployed,0.49,2349.2,11,4869633,2.12,12,Auto Loan
26,Female,Single,High School,Unemployed,0.86,2030.7,7,4478852,5.08,60,Personal Loan
24,Female,Single,Bachelor,Unemployed,0.46,541.7,8,3921372,7.93,24,Personal Loan
45,Female,Divorced,PhD,Employed,0.94,986.9,13,429503,7.83,48,Home Loan
31,Female,Divorced,PhD,Self-Employed,0.5,2526.2,7,3189888,2.6,12,Auto Loan
48,Male,Widowed,PhD,Self-Employed,0.95,1181.6,11,168253,4.07,36,Personal Loan
69,Male,Married,Master,Unemployed,0.83,2328.9,14,679745,5.83,36,Auto Loan
36,Male,Single,Master,Self-Employed,0.36,1430.3,13,3221369,2.62,48,Education Loan
64,Male,Widowed,Master,Self-Employed,0.86,1804.7,4,1669537,8.28,36,Auto Loan
33,Female,Single,Bachelor,Self-Employed,0.11,669.9,8,1289898,7.9,12,Home Loan
22,Male,Single,Master,Unemployed,0.93,953.1,5,2374840,2.67,12,Personal Loan
52,Female,Married,Bachelor,Unemployed,0.63,2893.0,10,781143,2.35,36,Education Loan
29,Male,Married,PhD,Self-Employed,0.05,2725.3,9,3916377,2.1,36,Personal Loan
42,Male,Widowed,Master,Self-Employed,0.64,2130.7,12,4500998,7.87,60,Education Loan
69,Male,Married,Master,Unemployed,0.97,1649.1,12,3995853,2.86,24,Auto Loan
38,Female,Married,High School,Employed,0.07,2189.4,10,1471433,4.41,48,Auto Loan
53,Male,Widowed,Bachelor,Self-Employed,0.55,2046.5,5,3358549,4.64,12,Home Loan
40,Female,Married,PhD,Employed,0.75,1921.4,1,1336325,5.69,48,Home Loan
33,Female,Divorced,High School,Self-Employed,0.81,647.9,12,4700693,2.0,60,Education Loan
56,Male,Single,High School,Employed,0.41,2082.0,9,2157865,3.09,12,Home Loan
62,Male,Single,PhD,Employed,0.2,2422.3,12,2952050,8.02,60,Home Loan
59,Male,Single,High School,Employed,0.04,2985.2,5,1586845,7.86,60,Home Loan
56,Female,Single,Bachelor,Unemployed,0.58,527.7,6,998722,6.97,36,Home Loan
31,Male,Widowed,Bachelor,Employed,0.45,2325.4,4,2047398,1.64,48,Auto Loan
48,Female,Single,Master,Employed,0.95,1929.5,6,3537110,3.79,48,Home Loan
22,Female,Single,High School,Employed,0.06,1585.1,12,4299639,5.9,36,Auto Loan
52,Male,Single,Master,Self-Employed,0.69,818.9,8,1075560,3.43,48,Auto Loan
40,Male,Single,High School,Employed,0.02,1522.7,3,2764036,7.87,36,Personal Loan
46,Female,Divorced,Bachelor,Self-Employed,0.17,1385.9,5,101656,5.94,12,Auto Loan
60,Female,Single,Bachelor,Employed,0.45,1257.1,2,2172766,2.0,60,Auto Loan
28,Female,Divorced,Bachelor,Employed,0.45,2327.2,14,363153,7.86,60,Home Loan
35,Male,Widowed,High School,Unemployed,0.69,2251.8,2,3463708,8.2,48,Auto Loan
64,Female,Married,Bachelor,Self-Employed,0.91,1972.6,13,4139977,2.04,24,Education Loan
29,Male,Single,High School,Employed,0.64,2846.7,7,4111153,5.23,60,Home Loan
26,Female,Married,Master,Self-Employed,0.95,1374.6,10,997938,3.62,36,Home Loan
27,Female,Married,High School,Self-Employed,0.88,1109.5,13,992014,4.25,24,Home Loan
61,Male,Widowed,Master,Unemployed,0.58,2139.8,10,3811065,2.76,24,Personal Loan
34,Female,Married,High School,Unemployed,0.83,997.0,14,872839,5.55,60,Home Loan
55,Male,Divorced,Master,Unemployed,0.64,1287.5,11,1692245,8.21,60,Auto Loan
24,Male,Married,Bachelor,Unemployed,0.08,1061.5,10,1074367,5.02,60,Education Loan
63,Female,Married,Master,Unemployed,0.74,672.9,6,1116623,2.08,36,Home Loan
30,Male,Married,Bachelor,Unemployed,0.09,2568.7,4,244898,5.84,24,Home Loan
57,Male,Single,Bachelor,Unemployed,0.59,1136.4,5,471122,3.88,48,Education Loan
59,Female,Single,Master,Unemployed,0.7,1682.6,1,685025,7.49,36,Home Loan
26,Male,Divorced,High School,Employed,0.07,608.3,7,4274550,4.54,12,Personal Loan
67,Male,Divorced,High School,Self-Employed,0.23,2248.3,8,4119683,2.85,60,Auto Loan
44,Male,Single,PhD,Unemployed,0.92,1326.4,9,1615752,2.84,24,Education Loan
19,Female,Divorced,High School,Unemployed,0.62,2361.8,8,3293549,6.88,36,Education Loan
22,Male,Single,PhD,Self-Employed,0.25,1531.0,5,4775123,3.36,12,Personal Loan
46,Female,Widowed,High School,Employed,0.69,989.4,3,817040,6.87,36,Auto Loan
54,Female,Married,High School,Self-Employed,0.6,1782.9,10,4142443,2.94,36,Personal Loan
55,Male,Married,Bachelor,Self-Employed,0.5,826.3,11,2453292,3.75,48,Auto Loan
36,Male,Divorced,PhD,Unemployed,0.98,1601.3,9,3652891,4.76,48,Personal Loan
25,Male,Single,High School,Self-Employed,0.68,1293.3,6,2164828,8.1,36,Home Loan
65,Female,Single,PhD,Self-Employed,0.38,2779.9,5,3603345,8.02,12,Personal Loan
62,Male,Divorced,Bachelor,Unemployed,0.8,652.3,13,1043388,2.95,24,Education Loan
18,Male,Single,Bachelor,Unemployed,0.88,2235.0,3,2794975,4.01,24,Education Loan
39,Male,Widowed,PhD,Unemployed,0.13,956.9,6,3093362,2.55,60,Education Loan
69,Male,Married,Bachelor,Unemployed,0.2,1297.6,3,461989,5.07,60,Personal Loan
34,Male,Divorced,Master,Self-Employed,0.22,1538.8,10,829555,4.72,24,Education Loan
24,Female,Divorced,Master,Self-Employed,0.69,2770.0,12,4869382,7.81,36,Education Loan
42,Female,Single,Bachelor,Employed,0.6,1106.4,6,4922301,8.01,36,Home Loan
62,Male,Divorced,Master,Employed,0.62,728.3,4,3087026,4.18,48,Home Loan
21,Male,Widowed,High School,Self-Employed,0.94,1296.7,2,2154751,4.94,48,Auto Loan
53,Male,Single,PhD,Employed,0.78,761.7,8,158469,7.77,60,Auto Loan
23,Male,Single,High School,Self-Employed,0.13,821.5,4,2347422,7.15,24,Auto Loan
48,Female,Single,PhD,Employed,0.35,1934.6,9,4180555,1.53,36,Personal Loan
36,Male,Single,Bachelor,Unemployed,0.44,652.3,7,526394,3.74,24,Auto Loan
61,Female,Widowed,High School,Employed,0.4,577.3,12,3784159,4.45,12,Personal Loan
56,Female,Single,Bachelor,Unemployed,0.67,2286.0,2,2100825,3.11,24,Personal Loan
44,Male,Divorced,Bachelor,Unemployed,0.89,1404.1,4,530112,2.9,12,Auto Loan
27,Female,Widowed,PhD,Unemployed,0.31,813.4,5,3300303,1.76,48,Auto Loan
43,Female,Married,PhD,Unemployed,0.55,1134.0,3,2714114,6.0,48,Personal Loan
36,Female,Married,PhD,Employed,0.79,2105.2,9,2656785,3.34,60,Home Loan
56,Female,Divorced,High School,Self-Employed,0.42,1188.8,13,2428853,1.87,24,Education Loan
20,Male,Divorced,Master,Unemployed,0.17,1736.3,5,3089710,3.12,24,Education Loan
62,Male,Widowed,PhD,Employed,0.47,804.2,2,542249,7.11,12,Education Loan
30,Female,Married,PhD,Unemployed,0.06,1970.2,11,4394077,7.46,48,Home Loan
67,Male,Married,High School,Employed,0.94,1290.2,3,4547112,4.88,12,Personal Loan
45,Male,Married,PhD,Employed,0.07,2067.4,14,1139775,4.41,48,Auto Loan
37,Male,Married,High School,Employed,0.44,2521.0,9,2206916,8.34,12,Personal Loan
45,Male,Married,Bachelor,Self-Employed,0.53,2029.1,7,1180933,2.9,48,Personal Loan
25,Male,Single,PhD,Employed,0.99,1239.4,2,1401449,3.01,12,Auto Loan
58,Female,Divorced,PhD,Employed,0.17,1139.4,9,2528929,3.54,48,Home Loan
56,Male,Single,Bachelor,Self-Employed,0.11,1318.6,14,3002933,2.71,12,Education Loan
18,Male,Married,Bachelor,Self-Employed,0.01,911.6,4,869734,4.16,24,Education Loan
20,Male,Widowed,Bachelor,Employed,0.16,952.9,13,1677832,7.88,60,Personal Loan
30,Male,Widowed,PhD,Self-Employed,0.21,2476.7,9,2267728,5.81,12,Home Loan
45,Female,Married,Master,Unemployed,0.63,1461.8,13,1882154,4.38,60,Education Loan
66,Female,Married,Master,Unemployed,0.22,1590.0,2,2717834,8.04,24,Home Loan
42,Female,Widowed,Master,Self-Employed,0.02,1985.1,12,923605,1.84,24,Auto Loan
50,Female,Single,PhD,Self-Employed,0.83,1974.1,10,3019526,2.97,48,Personal Loan
55,Male,Single,Bachelor,Employed,0.37,668.4,12,1520399,5.46,60,Personal Loan
23,Female,Married,PhD,Self-Employed,0.35,2578.9,4,26939,5.81,36,Home Loan
61,Male,Single,Bachelor,Employed,0.3,943.3,5,2551083,1.78,48,Education Loan
62,Male,Widowed,PhD,Unemployed,0.98,2307.7,2,4510908,4.32,60,Home Loan
49,Male,Single,PhD,Self-Employed,0.17,2431.7,10,2042656,6.04,12,Auto Loan
62,Male,Married,Bachelor,Employed,0.9,2287.2,1,4075011,6.39,12,Education Loan
64,Male,Widowed,Master,Employed,0.78,1947.4,7,3299986,5.97,24,Education Loan
38,Female,Single,Bachelor,Unemployed,0.08,536.5,10,1277403,3.74,36,Home Loan
33,Female,Divorced,High School,Self-Employed,0.99,1400.9,1,1325777,2.15,12,Auto Loan
38,Female,Widowed,High School,Unemployed,0.27,2012.1,11,4354109,4.49,60,Education Loan
28,Female,Widowed,Bachelor,Employed,0.1,1468.6,11,1864165,2.4,60,Personal Loan
54,Male,Divorced,PhD,Employed,0.83,2658.7,8,2257837,8.13,12,Auto Loan
53,Female,Divorced,High School,Self-Employed,0.71,1272.0,3,387224,4.83,60,Education Loan
52,Male,Widowed,High School,Employed,0.62,1233.8,14,4683802,3.72,60,Home Loan
36,Female,Divorced,PhD,Self-Employed,0.16,1165.0,10,4442482,6.86,24,Education Loan
37,Male,Married,PhD,Unemployed,0.48,1332.0,6,4463722,4.99,36,Personal Loan
35,Male,Married,Master,Self-Employed,0.78,1893.5,7,244433,3.67,24,Auto Loan
64,Female,Married,PhD,Self-Employed,0.3,2267.5,10,2036199,7.18,36,Education Loan
58,Male,Widowed,Bachelor,Employed,0.31,2156.4,1,374446,7.57,60,Personal Loan
66,Male,Divorced,Bachelor,Employed,0.0,2519.3,14,458934,6.21,36,Education Loan
31,Female,Divorced,Master,Self-Employed,0.17,2714.8,6,2667885,1.83,60,Education Loan
32,Male,Single,High School,Employed,0.88,2540.2,7,1892226,5.46,60,Auto Loan
48,Female,Single,High School,Employed,0.44,547.4,6,2917658,6.84,24,Home Loan
18,Female,Divorced,PhD,Employed,0.98,2339.8,4,2088038,2.46,24,Home Loan
20,Female,Divorced,Bachelor,Self-Employed,0.4,1021.0,1,1481617,3.1,48,Personal Loan
33,Male,Divorced,High School,Employed,0.72,832.3,11,833271,7.68,12,Personal Loan
40,Male,Widowed,Master,Self-Employed,0.28,2096.2,9,1952120,1.64,48,Personal Loan
28,Male,Divorced,Master,Employed,0.36,1299.4,4,3021098,6.77,48,Auto Loan
29,Female,Single,Bachelor,Unemployed,0.19,642.8,7,2699762,4.82,36,Home Loan
27,Male,Widowed,Master,Employed,0.35,844.1,7,2949905,4.63,60,Personal Loan
49,Female,Divorced,Master,Employed,0.55,502.3,2,1692964,1.55,60,Personal Loan
33,Female,Single,Bachelor,Self-Employed,0.99,2758.1,1,831939,7.24,60,Education Loan
25,Male,Widowed,PhD,Self-Employed,0.66,561.5,8,4303548,4.02,12,Education Loan
55,Female,Divorced,PhD,Employed,0.2,1023.6,8,3647588,5.29,36,Personal Loan
29,Male,Divorced,Master,Unemployed,0.04,1540.7,7,2495084,6.24,36,Education Loan
41,Male,Divorced,PhD,Employed,0.13,1391.4,14,3513123,6.42,60,Education Loan
45,Male,Widowed,PhD,Employed,0.56,2779.3,8,3965966,8.19,48,Education Loan
25,Male,Single,Master,Unemployed,0.77,600.7,3,3624705,5.22,12,Auto Loan
45,Male,Single,PhD,Self-Employed,0.94,1780.5,11,2510120,4.3,48,Personal Loan
53,Female,Married,Master,Employed,0.02,2201.2,2,3942613,8.18,24,Personal Loan
43,Female,Divorced,High School,Self-Employed,0.52,2829.2,7,4065032,5.99,36,Education Loan
25,Female,Married,Bachelor,Self-Employed,0.47,2050.9,8,3767378,3.59,36,Auto Loan
67,Male,Married,Bachelor,Unemployed,0.66,2509.4,1,2206274,2.39,48,Education Loan
45,Male,Single,PhD,Unemployed,0.56,709.3,12,2439700,7.4,12,Auto Loan
45,Male,Widowed,PhD,Self-Employed,0.69,1464.8,10,631458,4.04,36,Personal Loan
54,Female,Widowed,PhD,Employed,0.66,1434.9,9,1541439,6.12,48,Education Loan
58,Male,Single,Bachelor,Self-Employed,0.12,2715.7,13,4106920,4.8,12,Personal Loan
53,Female,Widowed,High School,Employed,0.8,878.4,11,2083890,2.89,48,Auto Loan
44,Female,Married,High School,Employed,0.12,879.7,4,3391579,5.71,12,Home Loan
34,Male,Divorced,Bachelor,Unemployed,0.7,1321.4,14,3511661,1.92,60,Auto Loan
26,Male,Single,High School,Employed,0.42,636.2,12,2727956,4.39,12,Home Loan
50,Female,Divorced,Bachelor,Employed,0.51,956.1,14,4075249,5.33,24,Personal Loan
37,Male,Widowed,High School,Self-Employed,0.9,2913.0,4,2614902,4.55,60,Personal Loan
30,Female,Divorced,Master,Unemployed,0.89,1570.5,3,408008,6.74,48,Education Loan
45,Male,Widowed,Master,Employed,0.82,2080.0,6,4129214,7.3,60,Home Loan
65,Male,Widowed,Bachelor,Employed,0.51,2315.3,1,1333957,6.9,60,Auto Loan
46,Female,Married,High School,Unemployed,0.74,1417.4,6,1864260,1.77,48,Personal Loan
30,Male,Widowed,PhD,Self-Employed,0.51,868.1,2,3559651,2.86,48,Home Loan
63,Female,Married,High School,Unemployed,0.87,1016.5,9,2806647,5.26,24,Auto Loan
52,Male,Married,Master,Unemployed,0.4,1283.2,2,184001,8.04,48,Home Loan
23,Female,Married,Master,Employed,0.97,2090.2,7,2424607,7.34,36,Auto Loan
35,Female,Single,High School,Employed,0.93,1495.7,12,3916419,7.4,36,Auto Loan
68,Male,Single,High School,Self-Employed,0.74,517.0,1,75867,3.62,24,Auto Loan
22,Female,Widowed,PhD,Employed,0.28,1808.5,12,98780,4.51,12,Auto Loan
64,Male,Married,PhD,Employed,0.13,2803.8,7,2705145,4.79,12,Home Loan
42,Male,Single,High School,Unemployed,0.85,2530.2,5,2951478,2.6,36,Home Loan
19,Male,Married,High School,Employed,0.17,2563.0,8,884072,1.72,48,Education Loan
27,Female,Divorced,High School,Self-Employed,0.85,2487.6,4,3777263,8.13,24,Home Loan
47,Female,Divorced,High School,Unemployed,0.49,1309.3,12,3859981,3.18,12,Home Loan
67,Male,Divorced,Bachelor,Self-Employed,0.41,2413.0,10,4205031,3.18,12,Education Loan
62,Male,Widowed,High School,Unemployed,0.9,857.9,7,4094591,2.08,60,Home Loan
22,Female,Married,PhD,Employed,0.6,2144.3,6,1029051,8.0,36,Auto Loan
50,Male,Divorced,Master,Unemployed,0.58,2103.9,5,1424119,5.56,48,Personal Loan
18,Male,Single,Bachelor,Unemployed,0.56,563.9,4,1278182,6.17,24,Personal Loan
35,Female,Divorced,High School,Employed,0.37,2469.9,7,4084161,7.88,12,Education Loan
49,Male,Divorced,Master,Employed,0.79,2758.1,12,400732,3.92,60,Home Loan
64,Female,Divorced,Bachelor,Self-Employed,0.25,1168.5,5,2580746,5.85,36,Home Loan
66,Male,Widowed,Master,Self-Employed,0.94,2531.0,5,2261743,1.77,36,Education Loan
28,Female,Single,High School,Employed,0.89,706.0,1,4036352,2.81,24,Personal Loan
38,Male,Married,High School,Employed,0.34,1999.9,2,2286158,7.32,12,Auto Loan
43,Male,Single,PhD,Employed,0.73,1714.1,5,3130452,6.87,24,Home Loan
42,Female,Married,High School,Unemployed,0.57,1864.8,13,3315640,3.95,24,Education Loan
39,Male,Widowed,High School,Unemployed,0.34,2815.5,3,2720807,4.14,60,Auto Loan
44,Female,Widowed,Bachelor,Unemployed,0.99,2678.3,14,1472417,5.23,36,Education Loan
66,Male,Widowed,PhD,Employed,0.03,2462.7,13,685899,1.5,48,Education Loan
30,Female,Widowed,Bachelor,Self-Employed,0.25,1184.2,2,328774,3.19,36,Education Loan
50,Female,Married,Master,Employed,0.52,2779.5,14,496626,2.96,36,Personal Loan
51,Female,Divorced,High School,Unemployed,0.52,743.8,14,3033871,3.25,60,Personal Loan
58,Female,Married,Master,Unemployed,0.59,2633.3,4,4859617,7.14,48,Education Loan
52,Male,Single,Bachelor,Employed,0.75,1320.4,4,621868,3.46,12,Home Loan
18,Male,Widowed,High School,Employed,0.62,634.4,4,4543910,2.84,48,Auto Loan
38,Female,Widowed,High School,Unemployed,0.6,2173.4,4,1417757,5.03,12,Home Loan
65,Female,Single,Bachelor,Unemployed,0.05,1078.2,3,1214656,7.56,48,Personal Loan
23,Female,Married,Bachelor,Unemployed,0.38,1108.9,13,3466800,3.19,24,Auto Loan
45,Male,Divorced,Bachelor,Employed,0.23,1265.1,12,748456,2.05,48,Education Loan
34,Male,Divorced,Bachelor,Unemployed,0.27,659.2,7,1148452,3.99,60,Home Loan
22,Male,Single,Bachelor,Unemployed,0.55,942.8,9,2656416,6.73,12,Home Loan
48,Male,Divorced,High School,Self-Employed,0.2,512.8,12,692986,5.35,36,Education Loan
22,Female,Married,Bachelor,Employed,0.29,1613.5,5,4564704,7.22,60,Home Loan
55,Female,Married,High School,Self-Employed,0.24,710.6,4,2298013,8.22,12,Personal Loan
20,Female,Single,High School,Self-Employed,0.95,2206.6,11,1777581,7.05,12,Education Loan
40,Male,Married,Bachelor,Unemployed,0.94,1089.1,2,2358818,5.73,36,Home Loan
54,Male,Widowed,Bachelor,Employed,0.61,2858.9,2,3425398,4.95,24,Education Loan
54,Male,Single,PhD,Unemployed,0.92,2678.1,5,4832455,1.78,60,Auto Loan
27,Female,Married,High School,Employed,0.79,1223.6,7,3354849,8.39,36,Education Loan
27,Female,Single,Bachelor,Self-Employed,0.59,2458.0,10,345510,4.18,36,Home Loan
36,Male,Divorced,Bachelor,Employed,0.01,2508.1,10,3104973,2.57,24,Personal Loan
34,Female,Married,Bachelor,Unemployed,0.77,2966.4,9,4656637,6.17,60,Education Loan
38,Male,Widowed,PhD,Unemployed,0.7,1994.6,13,3211824,3.49,36,Education Loan
31,Male,Married,PhD,Unemployed,0.62,704.9,7,60248,5.6,24,Home Loan
26,Female,Single,Master,Employed,0.76,2117.1,5,4075183,5.61,60,Personal Loan
63,Male,Single,High School,Self-Employed,0.51,2062.4,10,2187040,4.62,48,Personal Loan
18,Female,Married,Master,Self-Employed,0.7,2095.9,10,250346,7.35,12,Auto Loan
68,Male,Widowed,Bachelor,Employed,0.94,1267.9,10,628821,3.35,24,Auto Loan
62,Female,Widowed,PhD,Unemployed,0.38,2649.2,6,4246258,4.64,12,Home Loan
30,Female,Widowed,PhD,Self-Employed,0.71,2898.7,11,4556167,5.26,48,Personal Loan
21,Female,Single,Master,Unemployed,0.48,1044.3,12,674164,6.15,36,Personal Loan
18,Male,Married,PhD,Employed,0.67,720.4,3,1806641,6.99,36,Auto Loan
66,Male,Divorced,Bachelor,Unemployed,0.76,986.3,5,272739,4.26,60,Auto Loan
57,Female,Single,PhD,Self-Employed,0.05,2551.4,8,3447464,6.02,24,Home Loan
49,Female,Widowed,Master,Self-Employed,0.65,2191.6,1,2431961,2.55,24,Personal Loan
51,Male,Married,Bachelor,Unemployed,0.23,2090.1,12,278116,8.03,60,Education Loan
45,Male,Widowed,Master,Employed,0.67,1504.5,1,3433754,4.18,12,Auto Loan
48,Male,Divorced,PhD,Unemployed,0.47,1944.6,7,1780330,6.61,36,Home Loan
25,Female,Widowed,Master,Employed,0.77,1269.7,14,4668575,1.64,36,Personal Loan
56,Male,Widowed,Master,Unemployed,0.12,1693.0,5,3834857,2.94,24,Personal Loan
43,Male,Divorced,High School,Self-Employed,0.63,2482.7,14,2656460,4.91,24,Auto Loan
51,Female,Married,PhD,Employed,0.28,2953.1,5,374765,7.65,60,Home Loan
20,Male,Single,PhD,Employed,0.85,2831.2,1,1930382,5.19,48,Education Loan
67,Male,Married,Master,Employed,0.93,2834.7,9,22879,8.01,12,Auto Loan
29,Male,Divorced,High School,Self-Employed,1.0,1505.6,1,568086,4.89,48,Home Loan
18,Female,Widowed,PhD,Unemployed,0.8,1672.0,5,3787807,4.93,48,Personal Loan
61,Female,Married,Bachelor,Self-Employed,0.75,2264.1,10,1541618,2.34,24,Education Loan
22,Female,Single,Master,Employed,0.22,2805.5,9,4905737,7.12,24,Home Loan
47,Female,Divorced,PhD,Unemployed,0.34,855.0,14,4009143,3.23,24,Education Loan
47,Female,Married,Bachelor,Self-Employed,0.47,1260.6,4,4692251,7.8,48,Home Loan
34,Female,Single,PhD,Employed,0.77,848.1,13,169472,7.88,12,Home Loan
65,Female,Divorced,Bachelor,Employed,0.91,2030.0,8,2101028,8.1,24,Home Loan
64,Male,Single,Master,Self-Employed,0.19,1265.8,6,2905537,5.14,36,Home Loan
40,Male,Divorced,PhD,Self-Employed,0.92,1315.3,11,2737850,6.24,12,Education Loan
32,Female,Widowed,PhD,Self-Employed,0.7,677.3,3,1708019,6.95,36,Auto Loan
54,Male,Married,High School,Employed,0.61,1374.5,4,3310335,2.42,12,Education Loan
38,Male,Single,Master,Self-Employed,0.2,2656.2,2,1789472,5.71,24,Home Loan
31,Female,Divorced,Bachelor,Employed,0.06,1082.7,1,3623983,1.74,60,Education Loan
19,Male,Single,PhD,Self-Employed,0.57,2238.0,13,3159783,4.98,24,Education Loan
28,Male,Single,PhD,Employed,0.65,2074.1,14,2407466,2.58,48,Education Loan
68,Male,Married,Bachelor,Employed,0.21,2658.7,8,2336168,2.78,48,Home Loan
56,Male,Widowed,Master,Unemployed,0.56,830.7,1,3918673,4.06,12,Education Loan
55,Male,Single,High School,Self-Employed,0.86,2944.0,14,1944984,4.53,48,Personal Loan
51,Female,Divorced,High School,Self-Employed,0.84,1956.6,13,1348971,5.86,24,Home Loan
55,Female,Divorced,PhD,Employed,0.93,2988.7,11,4151314,2.02,36,Education Loan
67,Female,Widowed,Bachelor,Employed,0.37,2778.8,1,4296419,5.03,24,Personal Loan
51,Male,Divorced,PhD,Employed,0.32,1053.8,4,2047701,2.78,12,Education Loan
35,Female,Widowed,Bachelor,Unemployed,0.75,640.4,10,4020086,5.52,48,Auto Loan
47,Male,Divorced,High School,Unemployed,0.43,1139.1,12,3627760,5.96,36,Education Loan
32,Male,Married,Master,Employed,0.09,1818.9,10,492870,5.4,60,Education Loan
44,Male,Single,Bachelor,Self-Employed,0.28,929.0,6,4567612,6.67,36,Auto Loan
68,Male,Married,High School,Self-Employed,0.42,918.6,9,4219689,3.85,36,Home Loan
51,Female,Single,PhD,Unemployed,0.29,1656.5,1,4007581,6.86,24,Auto Loan
69,Female,Single,Bachelor,Unemployed,0.33,583.2,7,4162109,4.53,60,Home Loan
55,Male,Single,Master,Employed,0.29,804.7,10,2615822,4.89,12,Auto Loan
50,Female,Married,PhD,Self-Employed,0.04,1539.7,11,127369,6.04,12,Education Loan
41,Male,Single,PhD,Employed,0.64,657.8,5,4949294,1.63,36,Education Loan
32,Female,Married,High School,Unemployed,0.6,1491.9,12,3729127,6.08,36,Home Loan
47,Female,Widowed,Bachelor,Self-Employed,0.65,1685.0,8,2360876,5.83,48,Home Loan
59,Male,Divorced,PhD,Self-Employed,0.19,1628.2,14,3383328,3.67,60,Personal Loan
68,Female,Divorced,Master,Unemployed,0.3,2672.9,7,3629047,2.1,36,Personal Loan
34,Male,Single,Bachelor,Employed,0.62,1825.2,4,2241737,2.14,48,Education Loan
22,Female,Married,Master,Employed,0.6,1670.0,4,2877695,7.96,60,Education Loan
46,Male,Divorced,PhD,Self-Employed,0.51,1526.8,6,2775847,6.32,12,Personal Loan
21,Male,Married,Master,Unemployed,0.35,2544.1,6,1758076,2.39,48,Personal Loan
27,Female,Married,High School,Self-Employed,0.91,2737.6,9,1660522,4.0,60,Home Loan
34,Female,Single,Master,Unemployed,0.34,2633.1,12,1177213,5.65,48,Auto Loan
27,Male,Divorced,Bachelor,Employed,0.46,2183.9,5,917153,7.35,36,Home Loan
34,Female,Single,Master,Unemployed,0.68,843.4,8,2724660,1.81,24,Personal Loan
37,Female,Single,Master,Employed,0.54,1192.2,5,3010827,3.16,12,Education Loan
41,Male,Divorced,High School,Unemployed,0.35,615.2,2,1933298,7.73,36,Personal Loan
